image_id,crack_px,knot_crack_px,h,w,any_crack
131000036,0,128399,1024,2800,True
131000077,0,0,1024,2800,False
131600013,0,88091,1024,2800,True
131600054,0,0,1024,2800,False
131900027,0,0,1024,2800,False
132200064,21537,0,1024,2800,True
132300012,0,0,1024,2800,False
132500013,8214,0,1024,2800,True
132500070,0,0,1024,2800,False
133200022,0,0,1024,2800,False
133200060,0,0,1024,2800,False
133500031,0,20198,1024,2800,True
133600038,0,0,1024,2800,False
133600082,0,0,1024,2800,False
133700029,0,0,1024,2800,False
133700079,0,64450,1024,2800,True
134000036,0,0,1024,2800,False
134200002,0,0,1024,2800,False
134200045,0,0,1024,2800,False
134400005,0,0,1024,2800,False
134600030,0,0,1024,2800,False
134600076,0,0,1024,2800,False
134700038,0,0,1024,2800,False
134700082,0,0,1024,2800,False
135300074,0,0,1024,2800,False
135400076,0,0,1024,2800,False
135500028,0,33166,1024,2800,True
135500065,0,0,1024,2800,False
135700029,0,0,1024,2800,False
135700067,0,0,1024,2800,False
135800055,0,0,1024,2800,False
135900062,0,0,1024,2800,False
136200013,0,0,1024,2800,False
136200050,0,0,1024,2800,False
136500026,0,0,1024,2800,False
136500077,20925,0,1024,2800,True
136700069,0,0,1024,2800,False
137000060,0,0,1024,2800,False
137100007,0,0,1024,2800,False
137100053,0,82929,1024,2800,True
137400011,0,0,1024,2800,False
137400064,0,0,1024,2800,False
137600011,0,0,1024,2800,False
137600066,0,0,1024,2800,False
137900033,0,0,1024,2800,False
138000000,0,53637,1024,2800,True
138000041,0,0,1024,2800,False
138000079,0,0,1024,2800,False
138200036,0,0,1024,2800,False
138300002,0,0,1024,2800,False
138400034,0,0,1024,2800,False
138400076,0,0,1024,2800,False
138500040,0,0,1024,2800,False
138700001,0,0,1024,2800,False
138700038,0,0,1024,2800,False
138700076,0,0,1024,2800,False
138900026,0,29393,1024,2800,True
138900065,0,0,1024,2800,False
139100038,0,0,1024,2800,False
139100076,0,0,1024,2800,False
139200028,0,0,1024,2800,False
139200084,0,0,1024,2800,False
140200026,0,0,1024,2800,False
140200069,18850,0,1024,2800,True
140300055,0,0,1024,2800,False
140500020,0,0,1024,2800,False
140500062,0,0,1024,2800,False
140700056,0,63292,1024,2800,True
140800028,0,88794,1024,2800,True
140800078,0,0,1024,2800,False
140900042,9561,0,1024,2800,True
141000032,0,0,1024,2800,False
141100011,0,0,1024,2800,False
141100052,0,0,1024,2800,False
141200019,0,0,1024,2800,False
141200060,0,0,1024,2800,False
141400023,0,0,1024,2800,False
141400076,34727,0,1024,2800,True
141500026,0,0,1024,2800,False
142100056,0,0,1024,2800,False
142200026,0,0,1024,2800,False
142200070,11335,0,1024,2800,True
142500033,0,0,1024,2800,False
142800019,0,0,1024,2800,False
142800063,0,0,1024,2800,False
143400019,0,0,1024,2800,False
143400059,0,0,1024,2800,False
143600006,0,58546,1024,2800,True
143600043,0,0,1024,2800,False
143600081,0,0,1024,2800,False
143900035,0,0,1024,2800,False
143900080,0,0,1024,2800,False
144000058,0,0,1024,2800,False
144100013,0,0,1024,2800,False
144100057,0,0,1024,2800,False
144200035,0,84644,1024,2800,True
144400009,7427,128591,1024,2800,True
144500023,13695,0,1024,2800,True
144500063,0,60139,1024,2800,True
144800073,29630,21977,1024,2800,True
144900031,0,0,1024,2800,False
145000016,2704,0,1024,2800,True
145000055,33669,0,1024,2800,True
145100006,0,0,1024,2800,False
145100046,0,0,1024,2800,False
145200011,0,0,1024,2800,False
145200049,0,0,1024,2800,False
145300017,0,0,1024,2800,False
146300001,0,0,1024,2800,False
146300059,0,0,1024,2800,False
147200023,0,0,1024,2800,False
147200068,0,0,1024,2800,False
147600001,0,0,1024,2800,False
147900058,0,0,1024,2800,False
148000044,5709,0,1024,2800,True
148100008,0,0,1024,2800,False
148300027,0,0,1024,2800,False
148300079,0,156910,1024,2800,True
148400065,0,0,1024,2800,False
148500012,0,0,1024,2800,False
148500061,35315,0,1024,2800,True
148600044,0,0,1024,2800,False
148800017,0,0,1024,2800,False
148800054,0,0,1024,2800,False
148900007,0,0,1024,2800,False
148900054,0,0,1024,2800,False
149000033,23501,0,1024,2800,True
149000081,0,0,1024,2800,False
149200035,0,0,1024,2800,False
149200072,0,0,1024,2800,False
149400030,0,0,1024,2800,False
149400068,0,0,1024,2800,False
149500026,0,0,1024,2800,False
149500069,0,101984,1024,2800,True
149600025,0,0,1024,2800,False
149600063,0,0,1024,2800,False
149700015,0,0,1024,2800,False
149800029,0,0,1024,2800,False
149900008,0,0,1024,2800,False
149900080,0,0,1024,2800,False
150000033,0,0,1024,2800,False
150000071,0,0,1024,2800,False
150100032,0,28927,1024,2800,True
150200054,0,0,1024,2800,False
150400002,0,0,1024,2800,False
150400040,0,0,1024,2800,False
150600000,0,0,1024,2800,False
150600051,0,0,1024,2800,False
150700002,0,0,1024,2800,False
150700044,0,0,1024,2800,False
150800015,0,0,1024,2800,False
150800057,4163,0,1024,2800,True
150900012,0,0,1024,2800,False
150900056,0,0,1024,2800,False
151000006,0,0,1024,2800,False
151000049,0,0,1024,2800,False
151100006,0,0,1024,2800,False
151700079,0,0,1024,2800,False
151800041,0,0,1024,2800,False
151800082,0,0,1024,2800,False
151900039,0,0,1024,2800,False
151900082,0,0,1024,2800,False
152000037,0,0,1024,2800,False
152100003,0,0,1024,2800,False
152100061,0,0,1024,2800,False
152300025,0,0,1024,2800,False
152300068,0,56466,1024,2800,True
152400029,0,0,1024,2800,False
152600037,0,0,1024,2800,False
152600080,0,0,1024,2800,False
152700034,0,0,1024,2800,False
152700078,0,0,1024,2800,False
152800045,0,0,1024,2800,False
152900005,0,0,1024,2800,False
152900043,0,0,1024,2800,False
153000007,0,0,1024,2800,False
153000062,0,0,1024,2800,False
153100009,0,0,1024,2800,False
153100056,0,0,1024,2800,False
153200028,0,0,1024,2800,False
153200068,0,0,1024,2800,False
153300033,0,0,1024,2800,False
153300074,0,0,1024,2800,False
153500021,0,0,1024,2800,False
153500061,0,74891,1024,2800,True
153600026,0,0,1024,2800,False
153600070,0,0,1024,2800,False
153700034,0,0,1024,2800,False
153800002,0,0,1024,2800,False
153800039,0,0,1024,2800,False
154000004,0,0,1024,2800,False
154000048,0,0,1024,2800,False
154500052,0,0,1024,2800,False
154700018,0,0,1024,2800,False
154700072,0,0,1024,2800,False
155000030,35862,0,1024,2800,True
155000069,0,0,1024,2800,False
155100024,0,0,1024,2800,False
155100063,0,0,1024,2800,False
155200048,0,0,1024,2800,False
155300074,14138,0,1024,2800,True
155400047,34283,0,1024,2800,True
156300029,0,0,1024,2799,False
156300067,0,0,1024,2800,False
156400065,0,0,1024,2800,False
156500021,0,0,1024,2800,False
156600059,0,0,1024,2800,False
156700010,0,0,1024,2800,False
156700059,0,0,1024,2800,False
157200035,0,0,1024,2800,False
157200081,0,147602,1024,2800,True
157500016,0,0,1024,2800,False
157500055,0,0,1024,2800,False
157600017,0,0,1024,2800,False
157600063,0,0,1024,2800,False
157700013,15420,0,1024,2800,True
158000030,0,0,1024,2800,False
158000068,0,0,1024,2800,False
158100015,0,0,1024,2800,False
158100067,34272,0,1024,2800,True
158300029,0,0,1024,2800,False
158300067,0,0,1024,2800,False
158500031,12871,0,1024,2800,True
158500074,0,0,1024,2800,False
158600021,21554,0,1024,2800,True
158600059,0,0,1024,2800,False
158700062,0,0,1024,2800,False
158800069,0,0,1024,2800,False
158900030,0,0,1024,2800,False
158900082,3765,0,1024,2800,True
159000054,0,0,1024,2800,False
159300076,0,0,1024,2800,False
160000048,0,0,1024,2800,False
160200021,0,0,1024,2800,False
160200062,0,0,1024,2800,False
160300022,0,44528,1024,2800,True
160300060,0,0,1024,2800,False
160400021,0,0,1024,2800,False
160600035,34539,0,1024,2800,True
160600076,0,0,1024,2800,False
160800034,0,0,1024,2800,False
160800074,0,0,1024,2800,False
160900060,0,0,1024,2800,False
161200025,0,0,1024,2800,False
161200062,15768,0,1024,2800,True
161300016,0,0,1024,2800,False
161300053,0,0,1024,2800,False
161500007,0,0,1024,2800,False
161500046,0,0,1024,2800,False
161500084,0,0,1024,2800,False
161600058,0,0,1024,2800,False
161700006,0,0,1024,2800,False
161700043,0,0,1024,2800,False
161700084,0,0,1024,2800,False
161800040,0,0,1024,2800,False
161800080,30535,0,1024,2800,True
161900043,0,0,1024,2800,False
162100000,0,0,1024,2800,False
162100041,0,0,1024,2800,False
162100082,0,0,1024,2800,False
162400083,0,0,1024,2800,False
162500043,0,0,1024,2800,False
162600022,0,0,1024,2800,False
162600067,0,0,1024,2800,False
162700029,0,0,1024,2800,False
162700077,0,0,1024,2800,False
162800031,0,0,1024,2800,False
162800072,0,0,1024,2800,False
162900029,0,0,1024,2800,False
162900067,0,0,1024,2800,False
163000071,0,0,1024,2800,False
163100050,0,0,1024,2800,False
163200033,0,28201,1024,2800,True
163300029,0,0,1024,2800,False
163300072,0,0,1024,2800,False
163700049,0,0,1024,2800,False
163800020,0,0,1024,2800,False
163800062,0,0,1024,2800,False
163900053,0,0,1024,2800,False
164000009,0,0,1024,2800,False
164000053,0,0,1024,2800,False
164300007,0,16714,1024,2800,True
164300084,0,0,1024,2800,False
164500037,0,0,1024,2800,False
164600010,0,0,1024,2800,False
164600054,0,0,1024,2800,False
165200020,0,0,1024,2800,False
165200064,0,0,1024,2800,False
165300021,0,0,1024,2800,False
165300061,14929,0,1024,2800,True
165400024,0,0,1024,2800,False
165400064,0,0,1024,2800,False
165500014,0,0,1024,2800,False
165500059,0,0,1024,2800,False
165600017,0,0,1024,2800,False
165600063,0,0,1024,2800,False
165700028,0,0,1024,2800,False
165700076,0,75431,1024,2800,True
165800052,0,0,1024,2800,False
165900006,0,0,1024,2800,False
165900048,0,0,1024,2800,False
166100026,0,0,1024,2800,False
166100070,0,45931,1024,2800,True
166300028,0,0,1024,2800,False
166300068,0,0,1024,2800,False
166400024,0,0,1024,2800,False
166400068,0,0,1024,2800,False
166600017,0,121251,1024,2800,True
166600055,0,0,1024,2800,False
166700030,0,0,1024,2800,False
166700079,0,0,1024,2800,False
166800084,0,0,1024,2800,False
166900043,0,0,1024,2800,False
167000059,0,0,1024,2800,False
167100012,0,0,1024,2800,False
167100051,0,0,1024,2800,False
167200009,0,0,1024,2800,False
167200046,0,0,1024,2800,False
167300009,0,0,1024,2800,False
167300056,0,0,1024,2800,False
167600009,0,0,1024,2800,False
167600062,0,0,1024,2800,False
167700033,0,0,1024,2800,False
167700078,0,0,1024,2800,False
167900009,0,0,1024,2800,False
167900062,0,0,1024,2800,False
168000070,0,0,1024,2800,False
168100036,0,0,1024,2800,False
168100084,0,30870,1024,2800,True
168200048,20645,0,1024,2800,True
168300003,0,74230,1024,2800,True
168300045,0,0,1024,2800,False
168400000,0,0,1024,2800,False
168400041,3684,0,1024,2800,True
168400080,0,0,1024,2800,False
169300034,0,59838,1024,2800,True
169300072,0,0,1024,2800,False
169500074,0,0,1024,2800,False
169600067,0,0,1024,2800,False
169800014,0,0,1024,2800,False
169800053,0,0,1024,2800,False
170400009,0,0,1024,2800,False
170400047,0,0,1024,2800,False
170400084,0,0,1024,2797,False
170700039,0,0,1024,2800,False
170800001,0,0,1024,2800,False
170800044,0,0,1024,2800,False
170800081,0,0,1024,2800,False
170900036,0,0,1024,2800,False
170900081,0,0,1024,2800,False
171000029,0,0,1024,2800,False
171000082,0,0,1024,2800,False
171100035,0,0,1024,2800,False
171100073,0,0,1024,2800,False
171200033,0,0,1024,2800,False
171200077,0,0,1024,2800,False
171300029,0,0,1024,2800,False
171300080,0,0,1024,2800,False
171400043,0,0,1024,2800,False
171500036,0,0,1024,2800,False
171500076,0,0,1024,2800,False
171600038,0,0,1024,2800,False
171600075,0,0,1024,2800,False
171700036,0,0,1024,2800,False
171800059,0,0,1024,2800,False
171900021,0,0,1024,2800,False
171900076,0,0,1024,2800,False
172100023,0,0,1024,2800,False
172100066,0,0,1024,2800,False
172200037,0,0,1024,2800,False
172200078,0,0,1024,2800,False
172300035,0,36401,1024,2800,True
172300073,0,0,1024,2800,False
172400032,0,0,1024,2800,False
172400073,0,0,1024,2800,False
175200028,0,0,1024,2800,False
175200067,0,0,1024,2800,False
175300033,0,0,1024,2800,False
175300071,0,0,1024,2800,False
175400018,0,0,1024,2800,False
175400070,0,0,1024,2800,False
175500045,0,0,1024,2800,False
175600016,0,0,1024,2800,False
175900003,0,0,1024,2800,False
175900044,0,80198,1024,2800,True
176000002,0,0,1024,2800,False
176000041,0,0,1024,2800,False
176000081,0,0,1024,2800,False
99100031,0,0,1024,2800,False
99100068,0,0,1024,2800,False
99300051,0,0,1024,2800,False
99900001,0,0,1024,2800,False
99900051,16781,0,1024,2800,True
100000001,0,0,1024,2800,False
100000040,0,28697,1024,2800,True
100000079,0,0,1024,2800,False
100100034,0,0,1024,2800,False
100100077,0,0,1024,2800,False
100400016,0,0,1024,2800,False
100400057,0,0,1024,2800,False
100500008,0,86448,1024,2800,True
100500046,0,0,1024,2800,False
100700024,0,0,1024,2800,False
100700070,0,0,1024,2800,False
101100024,0,0,1024,2800,False
101100063,0,0,1024,2800,False
101500010,0,20493,1024,2800,True
101500051,0,0,1024,2800,False
101600006,0,0,1024,2800,False
101600064,0,0,1024,2800,False
101700026,0,0,1024,2800,False
101700073,0,0,1024,2800,False
101900009,0,0,1024,2800,False
101900064,0,0,1024,2800,False
102100023,0,0,1024,2800,False
103000031,0,0,1024,2800,False
103200012,0,0,1024,2800,False
103200051,0,0,1024,2800,False
103300015,0,0,1024,2800,False
103400037,0,0,1024,2800,False
103400080,0,0,1024,2800,False
103500058,5036,0,1024,2800,True
103700033,30108,0,1024,2800,True
103900016,0,0,1024,2800,False
103900061,0,0,1024,2800,False
104600019,31388,55372,1024,2800,True
104600077,0,0,1024,2800,False
104700043,0,0,1024,2800,False
104800006,0,0,1024,2800,False
104900016,0,0,1024,2800,False
104900055,0,0,1024,2800,False
105100011,0,0,1024,2800,False
105100050,0,0,1024,2800,False
105200029,0,0,1024,2800,False
105200080,0,0,1024,2800,False
105300043,0,0,1024,2800,False
105300083,0,31475,1024,2800,True
105600009,0,0,1024,2800,False
105600047,0,0,1024,2800,False
105900002,0,0,1024,2800,False
105900040,0,0,1024,2800,False
106000030,0,0,1024,2800,False
106100015,0,0,1024,2800,False
106100058,0,0,1024,2800,False
106200024,0,0,1024,2800,False
106200073,0,20362,1024,2800,True
106300025,0,0,1024,2800,False
106500010,0,0,1024,2800,False
106500050,14414,0,1024,2800,True
106600013,0,41799,1024,2800,True
106600052,0,5,1024,2800,True
106700070,0,0,1024,2800,False
106900023,0,0,1024,2800,False
106900060,0,0,1024,2800,False
107900007,0,0,1024,2800,False
107900057,0,0,1024,2800,False
108400042,0,0,1024,2800,False
108600002,0,0,1024,2800,False
108600056,0,0,1024,2800,False
108900032,0,0,1024,2800,False
108900069,0,68830,1024,2800,True
109200019,0,0,1024,2800,False
109300000,0,0,1024,2800,False
109300038,0,0,1024,2800,False
109600021,0,0,1024,2800,False
109600064,0,0,1024,2800,False
109700040,0,77416,1024,2800,True
109700084,0,0,1024,2800,False
109800037,0,0,1024,2800,False
109800075,0,0,1024,2800,False
110100035,15333,0,1024,2800,True
110100072,0,0,1024,2800,False
110400029,0,0,1024,2800,False
110400078,0,0,1024,2800,False
110700001,0,0,1024,2800,False
110700041,0,0,1024,2800,False
110900017,0,0,1024,2800,False
110900054,0,0,1024,2800,False
111000028,0,0,1024,2800,False
111200008,8112,0,1024,2800,True
111200059,0,74873,1024,2800,True
111400021,0,0,1024,2800,False
111400072,0,0,1024,2800,False
111500046,0,0,1024,2800,False
111700051,0,0,1024,2800,False
111900002,0,0,1024,2800,False
111900042,0,0,1024,2800,False
111900080,0,0,1024,2800,False
112000039,0,0,1024,2800,False
112500022,0,0,1024,2800,False
112500069,0,0,1024,2800,False
112600028,0,0,1024,2800,False
112600082,0,0,1024,2800,False
112800036,0,0,1024,2800,False
112800073,0,0,1024,2800,False
113100030,0,0,1024,2800,False
113300022,0,0,1024,2800,False
113300060,0,0,1024,2800,False
113400032,0,0,1024,2800,False
113400080,0,46918,1024,2800,True
113500041,0,0,1024,2800,False
113700041,0,0,1024,2800,False
113700079,0,0,1024,2800,False
114600006,0,0,1024,2800,False
114600044,0,0,1024,2800,False
114600082,0,0,1024,2800,False
114700065,0,0,1024,2800,False
114900044,0,0,1024,2800,False
115100046,0,0,1024,2800,False
115300012,0,0,1024,2800,False
115300081,0,0,1024,2800,False
115500071,0,0,1024,2800,False
115600055,0,0,1024,2800,False
116000011,0,0,1024,2800,False
116100028,0,0,1024,2800,False
116100066,0,0,1024,2800,False
116400060,0,0,1024,2800,False
116500084,0,15041,1024,2800,True
116900037,0,0,1024,2800,False
116900075,0,0,1024,2800,False
117700055,0,23345,1024,2800,True
117900020,0,78843,1024,2800,True
117900066,0,0,1024,2800,False
118300015,0,0,1024,2800,False
118300053,0,38659,1024,2800,True
118500007,0,0,1024,2800,False
118600013,0,0,1024,2800,False
118600069,0,0,1024,2800,False
118800027,0,0,1024,2800,False
118800066,0,0,1024,2800,False
118900042,0,0,1024,2800,False
119100020,0,0,1024,2800,False
119100059,0,0,1024,2800,False
119300074,0,17581,1024,2800,True
119400021,0,0,1024,2800,False
119400058,0,0,1024,2800,False
119700035,0,74366,1024,2800,True
120000017,0,0,1024,2800,False
120000054,0,0,1024,2800,False
120200009,0,59861,1024,2800,True
120200050,0,0,1024,2800,False
120300043,0,0,1024,2800,False
120300080,20326,0,1024,2800,True
121200047,0,0,1024,2800,False
121400008,0,0,1024,2800,False
121400068,0,27189,1024,2800,True
121500023,0,0,1024,2800,False
121500062,0,18160,1024,2800,True
121600061,0,0,1024,2800,False
121800018,0,18981,1024,2800,True
121800056,3591,0,1024,2800,True
121900051,0,0,1024,2800,False
122300023,0,0,1024,2800,False
122300066,0,0,1024,2800,False
122400017,0,0,1024,2800,False
122400084,0,0,1024,2800,False
122500039,0,0,1024,2800,False
122500082,0,0,1024,2800,False
122600065,0,0,1024,2800,False
122700039,0,0,1024,2800,False
122900005,0,0,1024,2800,False
122900058,0,0,1024,2800,False
123000082,0,75730,1024,2800,True
123300031,0,0,1024,2800,False
123300074,0,0,1024,2800,False
123600049,5715,0,1024,2800,True
123700025,0,0,1024,2800,False
123700063,0,57204,1024,2800,True
123800017,35843,0,1024,2800,True
123800055,0,0,1024,2800,False
124000008,0,0,1024,2800,False
124000073,0,0,1024,2800,False
124200023,0,0,1024,2800,False
124200076,0,0,1024,2800,False
124400029,6428,0,1024,2800,True
124400079,0,0,1024,2800,False
124500054,0,0,1024,2800,False
124600044,0,0,1024,2800,False
124700022,0,0,1024,2800,False
124700060,0,0,1024,2800,False
124800013,0,0,1024,2800,False
124800052,0,0,1024,2800,False
125100012,0,0,1024,2800,False
125100054,0,0,1024,2800,False
125200026,0,0,1024,2800,False
125200081,0,0,1024,2800,False
125400037,0,0,1024,2800,False
125400074,0,0,1024,2800,False
125600027,0,0,1024,2800,False
125600071,0,0,1024,2800,False
125700031,0,0,1024,2800,False
125700070,0,0,1024,2800,False
125800017,0,0,1024,2800,False
125800071,0,109881,1024,2800,True
126500020,0,0,1024,2800,False
126600061,0,0,1024,2800,False
126800029,4941,0,1024,2800,True
126800067,0,0,1024,2800,False
127000014,0,0,1024,2800,False
127000064,0,0,1024,2800,False
127200027,0,0,1024,2800,False
127300014,0,0,1024,2800,False
127300055,0,0,1024,2800,False
127600007,0,0,1024,2800,False
127600048,0,0,1024,2800,False
127900063,0,0,1024,2800,False
128200021,0,81410,1024,2800,True
128200059,0,0,1024,2800,False
128300006,20976,0,1024,2800,True
128300053,0,0,1024,2800,False
128500008,0,0,1024,2800,False
128500047,0,0,1024,2800,False
128700060,0,0,1024,2800,False
128800017,0,0,1024,2800,False
129100038,0,0,1024,2800,False
129100082,0,0,1024,2800,False
129300042,0,0,1024,2800,False
129300080,0,0,1024,2800,False
129400037,0,0,1024,2800,False
129400081,0,0,1024,2800,False
129500036,7269,0,1024,2800,True
