name,h,w,crack_px,crack_px_frac,mean_crack_width,skel_len,n_components,blur,brightness,contrast,phash,source,sid,material,tier,role,h_raw,w_raw,crack_px_raw
crackseg9k__CFD_029,400,400,2385,0.01490625,4.136508941650391,538.0,1.0,283.9387748775,124.69738125,10.68002472572739,d011692c36d6df2d,crackseg9k,CFD_029,asphalt,A,positive,400,400,2385
crackseg9k__CFD_030,400,400,2039,0.01274375,4.063190937042236,467.0,1.0,326.117584524375,126.76078125,12.311472521175055,8098a7e973dea92a,crackseg9k,CFD_030,asphalt,A,positive,400,400,2039
crackseg9k__CFD_031,400,400,3329,0.02080625,4.020810604095459,797.0,4.0,324.7651749548437,125.92478125,11.20754314690104,c01c27f387ce3d49,crackseg9k,CFD_031,asphalt,A,positive,400,400,3329
crackseg9k__CFD_032,400,400,2413,0.01508125,3.113340139389038,747.0,7.0,132.71478124996096,126.090375,8.105264946895629,d19b460e9c7907b6,crackseg9k,CFD_032,asphalt,A,positive,400,400,2413
crackseg9k__CFD_033,400,400,1587,0.00991875,3.0602500438690186,519.0,8.0,141.40479800484377,130.18426875,8.244106305584216,d4156b9b73032adc,crackseg9k,CFD_033,asphalt,A,positive,400,400,1587
crackseg9k__CFD_034,400,400,4206,0.0262875,3.15627121925354,1356.0,7.0,132.65400420484372,144.7627625,8.425799271795746,d5241f3f574700bc,crackseg9k,CFD_034,asphalt,A,positive,400,400,4206
crackseg9k__CFD_035,400,400,9974,0.0623375,4.599336624145508,2130.0,6.0,520.87851541,127.3101,16.20231582182004,849ad4a94f7e558a,crackseg9k,CFD_035,asphalt,A,positive,400,400,9974
crackseg9k__CFD_036,400,400,8022,0.0501375,3.310412645339966,2373.0,16.0,125.83282480859374,117.86991875,9.11774287411081,c1767510043db3fd,crackseg9k,CFD_036,asphalt,A,positive,400,400,8022
crackseg9k__CFD_037,400,400,3935,0.02459375,3.4869000911712646,1171.0,3.0,100.14619794839847,130.546525,9.58627849712155,81d65acd47c05bad,crackseg9k,CFD_037,asphalt,A,positive,400,400,3935
crackseg9k__CFD_038,400,400,1674,0.0104625,3.1889562606811523,495.0,4.0,97.64805576871093,126.33820625,10.380329247305257,90dd00de2d7e0bd3,crackseg9k,CFD_038,asphalt,A,positive,400,400,1674
crackseg9k__CFD_039,400,400,1312,0.0082,3.076326370239258,425.0,1.0,153.78653741734374,130.397625,9.843936299030739,819a661b31bef171,crackseg9k,CFD_039,asphalt,A,positive,400,400,1312
crackseg9k__CFD_040,400,400,2480,0.0155,3.477902889251709,675.0,9.0,87.07967785058594,123.32743125,9.613918037227249,90e03e8465bd4adf,crackseg9k,CFD_040,asphalt,A,positive,400,400,2480
crackseg9k__CFD_041,400,400,3152,0.0197,6.333826541900635,472.0,1.0,157.16092761621096,128.02840625,11.091955951722893,90d474cf215f82e7,crackseg9k,CFD_041,asphalt,A,positive,400,400,3152
crackseg9k__CFD_042,400,400,2376,0.01485,3.467242956161499,678.0,4.0,116.70128088246098,123.67895,7.866145936702421,818d95876bce42db,crackseg9k,CFD_042,asphalt,A,positive,400,400,2376
crackseg9k__CFD_043,400,400,1027,0.00641875,2.828047513961792,353.0,3.0,99.85934579234375,122.2495625,7.481397333292341,849918f15d8f87f2,crackseg9k,CFD_043,asphalt,A,positive,400,400,1027
crackseg9k__CFD_044,400,400,2163,0.01351875,2.7394859790802,828.0,23.0,150.65963866246094,126.42565625,9.61657153079183,85cc54747959173e,crackseg9k,CFD_044,asphalt,A,positive,400,400,2163
crackseg9k__CFD_045,400,400,1780,0.011125,2.6396336555480957,706.0,20.0,128.7548559808984,124.722875,10.302972956111988,92ce34a536d39339,crackseg9k,CFD_045,asphalt,A,positive,400,400,1780
crackseg9k__CFD_046,400,400,2983,0.01864375,3.1556339263916016,938.0,7.0,123.81688005371093,103.99123125,8.447317879600805,84bd499719131ebd,crackseg9k,CFD_046,asphalt,A,positive,400,400,2983
crackseg9k__CFD_047,400,400,1817,0.01135625,2.5382912158966064,743.0,19.0,75.87539310937501,124.25925,7.061876658332401,d4da2c4b16b74b2a,crackseg9k,CFD_047,asphalt,A,positive,400,400,1817
crackseg9k__CFD_048,400,400,1921,0.01200625,2.8504769802093506,685.0,6.0,294.074820646836,126.32446875,12.76233868772779,d185c4ba33c6d43e,crackseg9k,CFD_048,asphalt,A,positive,400,400,1921
crackseg9k__CFD_049,400,400,577,0.00360625,2.3118109703063965,254.0,8.0,124.02210320933591,125.12461875,8.94771207723787,95bf60a91f8f42d0,crackseg9k,CFD_049,asphalt,A,positive,400,400,577
crackseg9k__CFD_050,400,400,1660,0.010375,2.8101229667663574,578.0,15.0,243.31922347749997,128.559475,11.540695937610305,c4d21e2d61d7cf21,crackseg9k,CFD_050,asphalt,A,positive,400,400,1660
crackseg9k__CFD_051,400,400,2587,0.01616875,5.414198875427246,430.0,1.0,75.36631195746095,122.97036875,8.669259814945187,81e6bacf2279d08e,crackseg9k,CFD_051,asphalt,A,positive,400,400,2587
crackseg9k__CFD_052,400,400,1587,0.00991875,3.1616859436035156,466.0,6.0,306.64743893402334,127.8824125,20.69110251242895,c69e1fe30c011fe3,crackseg9k,CFD_052,asphalt,A,positive,400,400,1587
crackseg9k__CFD_053,400,400,1464,0.00915,3.5602400302886963,417.0,2.0,310.79773721109376,127.21913125,17.01765150498956,b581d48a0ef7c9b4,crackseg9k,CFD_053,asphalt,A,positive,400,400,1464
crackseg9k__CFD_054,400,400,3401,0.02125625,7.091647624969482,445.0,1.0,549.2229372793358,138.88525625,18.601001387609106,c0eba9e54575aaa4,crackseg9k,CFD_054,asphalt,A,positive,400,400,3401
crackseg9k__CFD_055,400,400,2629,0.01643125,4.947310924530029,516.0,1.0,388.40046242437506,123.025275,16.042377432113202,856fb0ce6816d7c2,crackseg9k,CFD_055,asphalt,A,positive,400,400,2629
crackseg9k__CFD_056,400,400,1018,0.0063625,3.3019235134124756,293.0,3.0,103.60078474652344,115.3403625,9.003967368254603,910d54da99d3e19d,crackseg9k,CFD_056,asphalt,A,positive,400,400,1018
crackseg9k__CFD_057,400,400,1433,0.00895625,2.780733823776245,506.0,9.0,96.37934729,127.29755,8.515451485241401,c0ea4b9654a5afc3,crackseg9k,CFD_057,asphalt,A,positive,400,400,1433
crackseg9k__CFD_058,400,400,1180,0.007375,2.9196720123291016,387.0,5.0,83.39965535933592,116.86071875,15.322083147646682,c54a249dd39696d9,crackseg9k,CFD_058,asphalt,A,positive,400,400,1180
crackseg9k__CFD_059,400,400,1164,0.007275,2.764467477798462,429.0,1.0,169.03088672464844,120.3438875,12.630102588155955,c63b387146c7e3a1,crackseg9k,CFD_059,asphalt,A,positive,400,400,1164
crackseg9k__CFD_060,400,400,2779,0.01736875,3.3732259273529053,787.0,5.0,164.78257400308593,121.216125,10.496592422513842,c0832e7e7e4f8983,crackseg9k,CFD_060,asphalt,A,positive,400,400,2779
crackseg9k__CFD_061,400,400,1793,0.01120625,2.936615228652954,599.0,7.0,185.1590781215234,126.70135,12.802980441190247,c63c52743531c1df,crackseg9k,CFD_061,asphalt,A,positive,400,400,1793
crackseg9k__CFD_062,400,400,1408,0.0088,2.889657974243164,481.0,5.0,162.81145973609375,127.0208,10.033846090109217,c19635ede070534f,crackseg9k,CFD_062,asphalt,A,positive,400,400,1408
crackseg9k__CFD_063,400,400,1773,0.01108125,2.7693169116973877,630.0,11.0,124.35547023589844,120.75981875,8.132188771612993,c0d1539c352b4bde,crackseg9k,CFD_063,asphalt,A,positive,400,400,1773
crackseg9k__CFD_064,400,400,2066,0.0129125,3.225890874862671,606.0,2.0,192.48448722437502,125.130825,10.807583440315184,84334b65771a5d63,crackseg9k,CFD_064,asphalt,A,positive,400,400,2066
crackseg9k__CFD_065,400,400,2376,0.01485,3.467242956161499,678.0,4.0,260.5158508248438,127.69714375,13.277532125430385,913efde243d3a061,crackseg9k,CFD_065,asphalt,A,positive,400,400,2376
crackseg9k__CFD_066,400,400,2909,0.01818125,3.3507871627807617,900.0,3.0,187.37159525,116.14434375,9.791590582322973,9336592e374be072,crackseg9k,CFD_066,asphalt,A,positive,400,400,2909
crackseg9k__CFD_067,400,400,2468,0.015425,4.141366958618164,562.0,2.0,242.99616863183599,129.5875,13.315525947179102,d53e38970540cf9e,crackseg9k,CFD_067,asphalt,A,positive,400,400,2468
crackseg9k__CFD_068,400,400,5260,0.032875,3.3928334712982178,1547.0,17.0,147.17357444984373,120.1862,8.496564279754493,803b4454d3763d5f,crackseg9k,CFD_068,asphalt,A,positive,400,400,5260
crackseg9k__CFD_069,400,400,1969,0.01230625,3.6311938762664795,500.0,3.0,195.70444070933596,129.1333125,9.803614271142239,c4956ff73c8c60b0,crackseg9k,CFD_069,asphalt,A,positive,400,400,1969
crackseg9k__CFD_070,400,400,1410,0.0088125,3.4699132442474365,383.0,3.0,285.3755907958984,121.7477125,13.699360423660067,801cf13e21cf397b,crackseg9k,CFD_070,asphalt,A,positive,400,400,1410
crackseg9k__CFD_071,400,400,4152,0.02595,4.239365577697754,906.0,5.0,155.37659108984377,122.1084,8.962791805012543,909b435467be9d45,crackseg9k,CFD_071,asphalt,A,positive,400,400,4152
crackseg9k__CFD_072,400,400,2230,0.0139375,4.31399393081665,460.0,1.0,166.36171469527346,120.746875,8.49011720969593,948b5d9624bdd236,crackseg9k,CFD_072,asphalt,A,positive,400,400,2230
crackseg9k__CFD_073,400,400,2136,0.01335,4.355300426483154,450.0,2.0,382.3037182185937,126.17934375,13.723657660016732,ca66461f716e2cd1,crackseg9k,CFD_073,asphalt,A,positive,400,400,2136
crackseg9k__CFD_074,400,400,2385,0.01490625,3.3676230907440186,685.0,7.0,158.96135453402343,120.25143125,9.930460139214267,c19661d019dc77b9,crackseg9k,CFD_074,asphalt,A,positive,400,400,2385
crackseg9k__CFD_075,400,400,3371,0.02106875,3.107991933822632,1075.0,6.0,170.56942480859374,122.13880625,9.070693968763413,c4df50d4107d5fd0,crackseg9k,CFD_075,asphalt,A,positive,400,400,3371
crackseg9k__CFD_076,400,400,2877,0.01798125,3.6942806243896484,740.0,4.0,179.96419350621096,115.57719375,10.96459546107201,d08e66e9379b41b2,crackseg9k,CFD_076,asphalt,A,positive,400,400,2877
crackseg9k__CFD_077,400,400,4115,0.02571875,4.795635223388672,775.0,2.0,290.6877911296485,130.2883,12.975966557832985,c46e75a34bb5026e,crackseg9k,CFD_077,asphalt,A,positive,400,400,4115
crackseg9k__CFD_078,400,400,2271,0.01419375,3.2630274295806885,668.0,9.0,200.19357296937494,125.22705625,9.884552428377116,d12969295b7b1696,crackseg9k,CFD_078,asphalt,A,positive,400,400,2271
crackseg9k__CFD_079,400,400,1447,0.00904375,2.556025266647339,638.0,14.0,154.14819998109377,118.92748125,8.609755210277378,d1674c7b23d85361,crackseg9k,CFD_079,asphalt,A,positive,400,400,1447
crackseg9k__CFD_080,400,400,2756,0.017225,4.384527683258057,589.0,2.0,29.492143729335936,121.34683125,8.063938357528748,c5886dd8664ca79d,crackseg9k,CFD_080,asphalt,A,positive,400,400,2756
crackseg9k__CFD_081,400,400,2971,0.01856875,2.844909191131592,1070.0,43.0,34.087054543710934,126.77100625,7.625569199244141,933e322abc60de78,crackseg9k,CFD_081,asphalt,A,positive,400,400,2971
crackseg9k__CFD_082,400,400,1716,0.010725,3.344694137573242,479.0,2.0,364.37833687984386,146.39624375,13.390503057786363,d5deca9e60e0a515,crackseg9k,CFD_082,asphalt,A,positive,400,400,1716
crackseg9k__CFD_083,400,400,2293,0.01433125,4.269157409667969,503.0,2.0,321.00212041234374,150.52136875,14.046983426220857,d406dbec261b0dea,crackseg9k,CFD_083,asphalt,A,positive,400,400,2293
crackseg9k__CFD_084,400,400,3572,0.022325,4.420904159545898,801.0,2.0,258.11264390234373,148.0625375,11.92787445696398,ce8ce27f3880f632,crackseg9k,CFD_084,asphalt,A,positive,400,400,3572
crackseg9k__CFD_085,400,400,3510,0.0219375,5.813269138336182,589.0,1.0,308.4379064562109,143.02826875,11.741758050980842,dfd9721431f08e46,crackseg9k,CFD_085,asphalt,A,positive,400,400,3510
crackseg9k__CFD_086,400,400,1176,0.00735,3.3730123043060303,339.0,5.0,183.8053234402734,139.32754375,11.568624976281145,d586941279a61b3f,crackseg9k,CFD_086,asphalt,A,positive,400,400,1176
crackseg9k__CFD_087,400,400,1599,0.00999375,3.2228524684906006,465.0,3.0,260.54644983109375,150.5851625,11.690599742895731,d5dcab203fc01774,crackseg9k,CFD_087,asphalt,A,positive,400,400,1599
crackseg9k__CFD_088,400,400,1916,0.011975,3.5920684337615967,500.0,4.0,487.9415300137109,146.8364,13.309550050245877,dedfa2107aeb0491,crackseg9k,CFD_088,asphalt,A,positive,400,400,1916
crackseg9k__CFD_089,400,400,2353,0.01470625,4.487272262573242,496.0,3.0,789.1366081900001,147.7545625,16.341488164594857,c1dd31ef60439cb4,crackseg9k,CFD_089,asphalt,A,positive,400,400,2353
crackseg9k__CFD_090,400,400,3205,0.02003125,3.6659529209136963,834.0,2.0,614.6686679774998,144.8252125,15.730797002372249,d4aba80c26f9999b,crackseg9k,CFD_090,asphalt,A,positive,400,400,3205
crackseg9k__CFD_091,400,400,3356,0.020975,3.234488010406494,1005.0,7.0,432.74055296089847,144.8099,12.373105895045107,f58971ce223c3ca3,crackseg9k,CFD_091,asphalt,A,positive,400,400,3356
crackseg9k__CFD_092,400,400,2216,0.01385,3.4951980113983154,611.0,5.0,407.1200372730859,144.6669375,13.94034323003181,d50f8fc56efa9100,crackseg9k,CFD_092,asphalt,A,positive,400,400,2216
crackseg9k__CFD_093,400,400,7418,0.0463625,3.3577401638031006,2243.0,11.0,312.49639232777344,151.3389875,12.858901585082753,d750a14e5fc02fb8,crackseg9k,CFD_093,asphalt,A,positive,400,400,7418
crackseg9k__CFD_094,400,400,1481,0.00925625,3.122337579727173,455.0,1.0,350.09445388402344,145.55465,12.410492068306558,d795e8d30f32d409,crackseg9k,CFD_094,asphalt,A,positive,400,400,1481
crackseg9k__CFD_095,400,400,1615,0.01009375,3.4216880798339844,443.0,3.0,470.957124234375,150.37975,12.70007440677022,9585f19e5828bc97,crackseg9k,CFD_095,asphalt,A,positive,400,400,1615
crackseg9k__CFD_096,400,400,2089,0.01305625,3.377962827682495,598.0,4.0,488.3594999637109,144.37676875,14.454910551747577,d5fde088673892cc,crackseg9k,CFD_096,asphalt,A,positive,400,400,2089
crackseg9k__CFD_097,400,400,10123,0.06326875,2.9693477153778076,3464.0,16.0,491.807026928711,157.42134375,13.96743805049215,d1cc39334e3aec4c,crackseg9k,CFD_097,asphalt,A,positive,400,400,10123
crackseg9k__CFD_098,400,400,2236,0.013975,4.013094425201416,543.0,1.0,551.4555933671484,146.8801125,15.661813895182885,d790b96233d0c976,crackseg9k,CFD_098,asphalt,A,positive,400,400,2236
crackseg9k__CFD_099,400,400,1456,0.0091,2.8544936180114746,519.0,5.0,393.6172614798438,142.33235625,13.764546235640532,d796a1f30a9d8570,crackseg9k,CFD_099,asphalt,A,positive,400,400,1456
crackseg9k__CFD_100,400,400,1281,0.00800625,2.834094762802124,457.0,2.0,267.8897618398437,148.1943625,16.211113416992482,dccb97301b668393,crackseg9k,CFD_100,asphalt,A,positive,400,400,1281
crackseg9k__CFD_101,400,400,9219,0.05761875,2.9133710861206055,3218.0,41.0,339.3044805999609,148.47499375,13.175900811233399,d5d5207b272d4f03,crackseg9k,CFD_101,asphalt,A,positive,400,400,9219
crackseg9k__CFD_102,400,400,2387,0.01491875,2.6918716430664062,878.0,9.0,269.5412888610938,151.9931875,10.09520324658418,d692645ae0db29e5,crackseg9k,CFD_102,asphalt,A,positive,400,400,2387
crackseg9k__CFD_103,400,400,1469,0.00918125,3.179831027984619,444.0,3.0,273.3850553443751,154.32350625,13.275021655583501,face5bc31632b448,crackseg9k,CFD_103,asphalt,A,positive,400,400,1469
crackseg9k__CFD_104,400,400,1405,0.00878125,3.0976531505584717,439.0,2.0,207.24285349121095,144.21015,10.63157441198151,f5c1708b69e60769,crackseg9k,CFD_104,asphalt,A,positive,400,400,1405
crackseg9k__CFD_105,400,400,1388,0.008675,3.161396026611328,418.0,1.0,256.83764880999996,139.93695,12.64583675355253,dc9ce1e06083e7a7,crackseg9k,CFD_105,asphalt,A,positive,400,400,1388
crackseg9k__CFD_106,400,400,1663,0.01039375,2.823977470397949,580.0,8.0,206.53141015777342,177.38236875,12.36297599241475,dd2bb396892d3432,crackseg9k,CFD_106,asphalt,A,positive,400,400,1663
crackseg9k__CFD_107,400,400,1907,0.01191875,3.6853384971618652,508.0,2.0,347.16594976734376,149.2753375,14.171093880187716,d7d599745cd04523,crackseg9k,CFD_107,asphalt,A,positive,400,400,1907
crackseg9k__CFD_108,400,400,1869,0.01168125,3.48449444770813,519.0,1.0,318.62737324234377,145.45968125,12.840830362495971,d2e4791b4709cd47,crackseg9k,CFD_108,asphalt,A,positive,400,400,1869
crackseg9k__CFD_109,400,400,2350,0.0146875,4.166309833526611,523.0,8.0,407.95715426246096,142.87225,14.384680825013117,d700e6b071b89fe1,crackseg9k,CFD_109,asphalt,A,positive,400,400,2350
crackseg9k__CFD_110,400,400,1283,0.00801875,2.7283124923706055,470.0,6.0,298.2789560418359,136.96396875,15.481984950225971,d57f2a4915b88a65,crackseg9k,CFD_110,asphalt,A,positive,400,400,1283
crackseg9k__CFD_111,400,400,1642,0.0102625,3.1171817779541016,505.0,4.0,374.12371203027345,140.49974375,13.247406347445374,d70ab70379779508,crackseg9k,CFD_111,asphalt,A,positive,400,400,1642
crackseg9k__CFD_112,400,400,1735,0.01084375,3.202826738357544,509.0,2.0,348.96808426,141.75515625,13.38395897289311,dd22b23a59f2e60c,crackseg9k,CFD_112,asphalt,A,positive,400,400,1735
crackseg9k__CFD_113,400,400,1694,0.0105875,3.1700239181518555,526.0,5.0,320.2547297340235,142.78458125,12.844863312318603,ccd83f887c98e263,crackseg9k,CFD_113,asphalt,A,positive,400,400,1694
crackseg9k__CFD_114,400,400,1662,0.0103875,3.1727848052978516,493.0,2.0,356.34458163089846,144.52691875,14.502995393397134,dc3fb248693d9451,crackseg9k,CFD_114,asphalt,A,positive,400,400,1662
crackseg9k__CFD_115,400,400,2257,0.01410625,2.9959590435028076,737.0,7.0,374.8347884312109,143.05929375,13.806140499835967,d38fd1c86e319147,crackseg9k,CFD_115,asphalt,A,positive,400,400,2257
crackseg9k__CFD_116,400,400,1587,0.00991875,3.3924286365509033,429.0,3.0,300.3232754599609,143.3219875,13.355713629373898,d143a3b9c6dccc0d,crackseg9k,CFD_116,asphalt,A,positive,400,400,1587
crackseg9k__CFD_117,400,400,2214,0.0138375,3.478976011276245,628.0,5.0,244.786365199961,147.137725,12.609175997041797,d7198b725817b561,crackseg9k,CFD_117,asphalt,A,positive,400,400,2214
crackseg9k__CFD_118,400,400,1367,0.00854375,3.090026617050171,431.0,2.0,363.7379242123438,140.58283125,13.959607855667846,d5b6ee201fcbcc01,crackseg9k,CFD_118,asphalt,A,positive,400,400,1367
crackseg9k__CRACK500_20160222_080850_1281_361,400,400,14212,0.088825,21.733592987060547,567.0,1.0,4411.993086391836,119.7952875,64.55072079607123,e4c798e35e302d8b,crackseg9k,CRACK500_20160222_080850_1281_361,asphalt,A,positive,400,400,14212
crackseg9k__CRACK500_20160222_080850_1281_721,400,400,1396,0.008725,8.719156265258789,152.0,2.0,5044.985861084023,131.3842875,61.93890859643351,c8060b0b3f8fbf0d,crackseg9k,CRACK500_20160222_080850_1281_721,asphalt,A,positive,400,400,1396
crackseg9k__CRACK500_20160222_080850_1921_1,400,400,686,0.0042875,7.8697028160095215,95.0,1.0,3426.8623551810933,110.8388875,59.197420701938896,d5545a8b7304d4bb,crackseg9k,CRACK500_20160222_080850_1921_1,asphalt,A,positive,400,400,686
crackseg9k__CRACK500_20160222_080850_1921_361,400,400,11719,0.07324375,23.49980926513672,449.0,1.0,3438.4966252062104,113.53856875,60.77009574989596,f7303878e0c2c3cf,crackseg9k,CRACK500_20160222_080850_1921_361,asphalt,A,positive,400,400,11719
crackseg9k__CRACK500_20160222_080850_1_361,400,400,16596,0.103725,24.838176727294922,732.0,1.0,3560.4425246093742,116.24456875,58.27216116960588,eacda40ad427d995,crackseg9k,CRACK500_20160222_080850_1_361,asphalt,A,positive,400,400,16596
crackseg9k__CRACK500_20160222_080850_641_361,400,400,11284,0.070525,17.424272537231445,636.0,3.0,4951.1811763498445,119.12125,63.5961965131367,89d13c832f03eb76,crackseg9k,CRACK500_20160222_080850_641_361,asphalt,A,positive,400,400,11284
crackseg9k__CRACK500_20160222_080850_641_721,400,400,2889,0.01805625,10.213740348815918,247.0,1.0,5080.400233743594,123.807375,60.303880228467676,ca343e84b75ada0e,crackseg9k,CRACK500_20160222_080850_641_721,asphalt,A,positive,400,400,2889
crackseg9k__CRACK500_20160222_080933_361_1,400,400,8528,0.0533,22.95756721496582,286.0,1.0,343.54822931996097,140.2413625,24.09835070380531,c56723375712ab29,crackseg9k,CRACK500_20160222_080933_361_1,asphalt,A,positive,400,400,8528
crackseg9k__CRACK500_20160222_080933_361_1281,400,400,7305,0.04565625,14.562989234924316,447.0,1.0,452.73698386683594,128.8866625,26.518833017519714,92caceb8ea27b087,crackseg9k,CRACK500_20160222_080933_361_1281,asphalt,A,positive,400,400,7305
crackseg9k__CRACK500_20160222_080933_361_1921,400,400,4673,0.02920625,19.224140167236328,252.0,1.0,375.04239378027347,105.48743125,21.858262843293918,95d5bcaa68cfc016,crackseg9k,CRACK500_20160222_080933_361_1921,asphalt,A,positive,400,400,4673
crackseg9k__CRACK500_20160222_080933_361_641,400,400,4355,0.02721875,13.385631561279297,328.0,2.0,409.39759007750007,140.0168875,21.684134518406395,92a5add4ba25ae52,crackseg9k,CRACK500_20160222_080933_361_641,asphalt,A,positive,400,400,4355
