bg_id,material,source,ridge,path
magnetic_tile__MT_Free_exp1_num_174647,ceramic,magnetic_tile,0.050341693205944796,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_174647.png
magnetic_tile__MT_Free_exp1_num_177906,ceramic,magnetic_tile,0.054105948911366365,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_177906.png
magnetic_tile__MT_Free_exp1_num_178453,ceramic,magnetic_tile,0.014384871836913154,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_178453.png
magnetic_tile__MT_Free_exp1_num_180298,ceramic,magnetic_tile,0.04342775094635165,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_180298.png
magnetic_tile__MT_Free_exp1_num_180836,ceramic,magnetic_tile,0.06022608530445521,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_180836.png
magnetic_tile__MT_Free_exp1_num_1810,ceramic,magnetic_tile,0.056693141391577724,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_1810.png
magnetic_tile__MT_Free_exp1_num_183137,ceramic,magnetic_tile,0.05864565796570831,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_183137.png
magnetic_tile__MT_Free_exp1_num_183798,ceramic,magnetic_tile,0.011515847193089667,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_183798.png
magnetic_tile__MT_Free_exp1_num_187505,ceramic,magnetic_tile,0.036734693877551024,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_187505.png
magnetic_tile__MT_Free_exp1_num_192126,ceramic,magnetic_tile,0.03266902257286873,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_192126.png
magnetic_tile__MT_Free_exp1_num_193104,ceramic,magnetic_tile,0.027278303540133192,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_193104.png
magnetic_tile__MT_Free_exp1_num_195647,ceramic,magnetic_tile,0.05334956133678179,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_195647.png
magnetic_tile__MT_Free_exp1_num_19695,ceramic,magnetic_tile,0.0065916310155518425,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_19695.png
magnetic_tile__MT_Free_exp1_num_2038,ceramic,magnetic_tile,0.03022691841330331,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_2038.png
magnetic_tile__MT_Free_exp1_num_240048,ceramic,magnetic_tile,0.011492529461279462,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_240048.png
magnetic_tile__MT_Free_exp1_num_241352,ceramic,magnetic_tile,0.027544823597455175,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_241352.png
magnetic_tile__MT_Free_exp1_num_245763,ceramic,magnetic_tile,0.05847729704938083,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_245763.png
magnetic_tile__MT_Free_exp1_num_251427,ceramic,magnetic_tile,0.007805377592946436,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_251427.png
magnetic_tile__MT_Free_exp1_num_255641,ceramic,magnetic_tile,0.01650375181753537,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_255641.png
magnetic_tile__MT_Free_exp1_num_256261,ceramic,magnetic_tile,0.04033207547169811,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_256261.png
magnetic_tile__MT_Free_exp1_num_257103,ceramic,magnetic_tile,0.002979691053085548,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_257103.png
magnetic_tile__MT_Free_exp1_num_257630,ceramic,magnetic_tile,0.0,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_257630.png
magnetic_tile__MT_Free_exp1_num_258819,ceramic,magnetic_tile,0.030546412113232387,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_258819.png
magnetic_tile__MT_Free_exp1_num_260482,ceramic,magnetic_tile,0.008745360319350094,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_260482.png
magnetic_tile__MT_Free_exp1_num_260927,ceramic,magnetic_tile,0.014091680814940577,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_260927.png
magnetic_tile__MT_Free_exp1_num_261937,ceramic,magnetic_tile,0.02668615787881843,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_261937.png
magnetic_tile__MT_Free_exp1_num_262216,ceramic,magnetic_tile,0.04930706643221172,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_262216.png
magnetic_tile__MT_Free_exp1_num_262642,ceramic,magnetic_tile,0.051819937602139356,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_262642.png
magnetic_tile__MT_Free_exp1_num_263839,ceramic,magnetic_tile,0.060601809637371114,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_263839.png
magnetic_tile__MT_Free_exp1_num_266278,ceramic,magnetic_tile,0.004034743625665452,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_266278.png
magnetic_tile__MT_Free_exp1_num_266790,ceramic,magnetic_tile,0.022244551470843005,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_266790.png
magnetic_tile__MT_Free_exp1_num_269086,ceramic,magnetic_tile,0.003298123635067076,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_269086.png
magnetic_tile__MT_Free_exp1_num_269626,ceramic,magnetic_tile,0.03301456017920221,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_269626.png
magnetic_tile__MT_Free_exp1_num_270550,ceramic,magnetic_tile,0.04056895485466914,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_270550.png
magnetic_tile__MT_Free_exp1_num_270753,ceramic,magnetic_tile,0.04830840083090449,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_270753.png
magnetic_tile__MT_Free_exp1_num_275371,ceramic,magnetic_tile,0.010316712729581363,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_275371.png
magnetic_tile__MT_Free_exp1_num_275662,ceramic,magnetic_tile,0.05021852065638657,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_275662.png
magnetic_tile__MT_Free_exp1_num_276985,ceramic,magnetic_tile,0.015633583512657673,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_276985.png
magnetic_tile__MT_Free_exp1_num_278570,ceramic,magnetic_tile,0.06126887466600385,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_278570.png
magnetic_tile__MT_Free_exp1_num_279090,ceramic,magnetic_tile,0.05398364312267658,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_279090.png
magnetic_tile__MT_Free_exp1_num_280205,ceramic,magnetic_tile,0.018408222476463947,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_280205.png
magnetic_tile__MT_Free_exp1_num_280939,ceramic,magnetic_tile,0.010677808727948004,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_280939.png
magnetic_tile__MT_Free_exp1_num_282886,ceramic,magnetic_tile,0.04043774189243294,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_282886.png
magnetic_tile__MT_Free_exp1_num_284841,ceramic,magnetic_tile,0.01671044029773715,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_284841.png
magnetic_tile__MT_Free_exp1_num_286232,ceramic,magnetic_tile,0.0,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_286232.png
magnetic_tile__MT_Free_exp1_num_289590,ceramic,magnetic_tile,0.0196782758082149,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_289590.png
magnetic_tile__MT_Free_exp1_num_290047,ceramic,magnetic_tile,0.05315746270769057,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_290047.png
magnetic_tile__MT_Free_exp1_num_292087,ceramic,magnetic_tile,0.020969671943382805,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_292087.png
magnetic_tile__MT_Free_exp1_num_293709,ceramic,magnetic_tile,0.04005210029306415,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_293709.png
magnetic_tile__MT_Free_exp1_num_29469,ceramic,magnetic_tile,0.011439625850340137,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_29469.png
magnetic_tile__MT_Free_exp1_num_296631,ceramic,magnetic_tile,0.021818954854669143,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_296631.png
magnetic_tile__MT_Free_exp1_num_297276,ceramic,magnetic_tile,0.014554665708027936,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_297276.png
magnetic_tile__MT_Free_exp1_num_299713,ceramic,magnetic_tile,0.05028626612402566,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_299713.png
magnetic_tile__MT_Free_exp1_num_301474,ceramic,magnetic_tile,0.04994855967078189,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_301474.png
magnetic_tile__MT_Free_exp1_num_304293,ceramic,magnetic_tile,0.024786148021761486,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_304293.png
magnetic_tile__MT_Free_exp1_num_304672,ceramic,magnetic_tile,0.04048480233517355,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_304672.png
magnetic_tile__MT_Free_exp1_num_304836,ceramic,magnetic_tile,0.00575736639879762,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_304836.png
magnetic_tile__MT_Free_exp1_num_306425,ceramic,magnetic_tile,0.0027271509794611444,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_306425.png
magnetic_tile__MT_Free_exp1_num_306586,ceramic,magnetic_tile,0.05362147693276649,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_306586.png
magnetic_tile__MT_Free_exp1_num_308806,ceramic,magnetic_tile,0.018559379058886126,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_308806.png
magnetic_tile__MT_Free_exp1_num_309352,ceramic,magnetic_tile,0.03385376921746385,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_309352.png
magnetic_tile__MT_Free_exp1_num_31106,ceramic,magnetic_tile,0.030803337028178054,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_31106.png
magnetic_tile__MT_Free_exp1_num_311322,ceramic,magnetic_tile,0.017150610583446406,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_311322.png
magnetic_tile__MT_Free_exp1_num_313835,ceramic,magnetic_tile,0.027052895616968844,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_313835.png
magnetic_tile__MT_Free_exp1_num_314979,ceramic,magnetic_tile,0.06103312434111968,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_314979.png
magnetic_tile__MT_Free_exp1_num_316333,ceramic,magnetic_tile,0.034559977837288765,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_316333.png
magnetic_tile__MT_Free_exp1_num_316698,ceramic,magnetic_tile,0.03286769504441918,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_316698.png
magnetic_tile__MT_Free_exp1_num_317885,ceramic,magnetic_tile,0.022552062135395467,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_317885.png
magnetic_tile__MT_Free_exp1_num_319321,ceramic,magnetic_tile,0.05346507225633686,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_319321.png
magnetic_tile__MT_Free_exp1_num_319420,ceramic,magnetic_tile,0.04568619714605116,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_319420.png
magnetic_tile__MT_Free_exp1_num_319680,ceramic,magnetic_tile,0.013915053269800061,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_319680.png
magnetic_tile__MT_Free_exp1_num_320441,ceramic,magnetic_tile,0.04560082858988333,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_320441.png
magnetic_tile__MT_Free_exp1_num_323319,ceramic,magnetic_tile,0.04069970453934999,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_323319.png
magnetic_tile__MT_Free_exp1_num_326586,ceramic,magnetic_tile,0.030272297006576927,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_326586.png
magnetic_tile__MT_Free_exp1_num_329206,ceramic,magnetic_tile,0.053774684073731066,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_329206.png
magnetic_tile__MT_Free_exp1_num_331931,ceramic,magnetic_tile,0.05453745198463508,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_331931.png
magnetic_tile__MT_Free_exp1_num_332686,ceramic,magnetic_tile,0.036757668796503745,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_332686.png
magnetic_tile__MT_Free_exp1_num_337646,ceramic,magnetic_tile,0.034192600723140495,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_337646.png
magnetic_tile__MT_Free_exp1_num_34078,ceramic,magnetic_tile,0.011079444103723479,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_34078.png
magnetic_tile__MT_Free_exp1_num_342849,ceramic,magnetic_tile,0.06003450258769408,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_342849.png
magnetic_tile__MT_Free_exp1_num_344557,ceramic,magnetic_tile,0.04570154028062723,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_344557.png
magnetic_tile__MT_Free_exp1_num_349824,ceramic,magnetic_tile,0.01301851301851302,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_349824.png
magnetic_tile__MT_Free_exp1_num_3504,ceramic,magnetic_tile,0.06241101781096551,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_3504.png
magnetic_tile__MT_Free_exp1_num_351039,ceramic,magnetic_tile,0.016407743513233597,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_351039.png
magnetic_tile__MT_Free_exp1_num_351427,ceramic,magnetic_tile,0.058928089900007155,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_351427.png
magnetic_tile__MT_Free_exp1_num_354377,ceramic,magnetic_tile,0.017135108481262328,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_354377.png
magnetic_tile__MT_Free_exp1_num_358102,ceramic,magnetic_tile,0.023403399300099444,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_358102.png
magnetic_tile__MT_Free_exp1_num_358933,ceramic,magnetic_tile,0.026903025903246853,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_358933.png
magnetic_tile__MT_Free_exp1_num_359448,ceramic,magnetic_tile,0.03148560604852499,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_359448.png
magnetic_tile__MT_Free_exp1_num_37243,ceramic,magnetic_tile,0.025665577665577668,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_37243.png
magnetic_tile__MT_Free_exp1_num_37262,ceramic,magnetic_tile,0.06395048994326973,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_37262.png
magnetic_tile__MT_Free_exp1_num_3786,ceramic,magnetic_tile,0.03970219435736677,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_3786.png
magnetic_tile__MT_Free_exp1_num_37978,ceramic,magnetic_tile,0.01992728776196184,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_37978.png
magnetic_tile__MT_Free_exp1_num_39412,ceramic,magnetic_tile,0.005761735299101847,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_39412.png
magnetic_tile__MT_Free_exp1_num_43817,ceramic,magnetic_tile,0.007085328755157977,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_43817.png
magnetic_tile__MT_Free_exp1_num_50387,ceramic,magnetic_tile,0.03783360897124553,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_50387.png
magnetic_tile__MT_Free_exp1_num_51080,ceramic,magnetic_tile,0.016931431069816438,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_51080.png
magnetic_tile__MT_Free_exp1_num_52659,ceramic,magnetic_tile,0.026614962640688543,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_52659.png
magnetic_tile__MT_Free_exp1_num_54107,ceramic,magnetic_tile,0.058818417963152986,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_54107.png
magnetic_tile__MT_Free_exp1_num_54901,ceramic,magnetic_tile,0.06081025556742543,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_54901.png
magnetic_tile__MT_Free_exp1_num_5907,ceramic,magnetic_tile,0.02077105023362221,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_5907.png
magnetic_tile__MT_Free_exp1_num_61310,ceramic,magnetic_tile,0.0,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_61310.png
magnetic_tile__MT_Free_exp1_num_65001,ceramic,magnetic_tile,0.030894488781780752,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_65001.png
magnetic_tile__MT_Free_exp1_num_6508,ceramic,magnetic_tile,0.05232939632545932,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_6508.png
magnetic_tile__MT_Free_exp1_num_6539,ceramic,magnetic_tile,0.050699300699300696,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_6539.png
magnetic_tile__MT_Free_exp1_num_68359,ceramic,magnetic_tile,0.05442176870748299,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_68359.png
magnetic_tile__MT_Free_exp1_num_71177,ceramic,magnetic_tile,0.07208540925266904,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_71177.png
magnetic_tile__MT_Free_exp1_num_75090,ceramic,magnetic_tile,0.05840560352666002,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_75090.png
magnetic_tile__MT_Free_exp1_num_7871,ceramic,magnetic_tile,0.05760161688749158,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_7871.png
magnetic_tile__MT_Free_exp1_num_824,ceramic,magnetic_tile,0.02252775157803091,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_824.png
magnetic_tile__MT_Free_exp1_num_855,ceramic,magnetic_tile,0.05169829157944493,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_855.png
magnetic_tile__MT_Free_exp1_num_90966,ceramic,magnetic_tile,0.03026428746627422,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_90966.png
magnetic_tile__MT_Free_exp1_num_94899,ceramic,magnetic_tile,0.0312430426716141,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp1_num_94899.png
magnetic_tile__MT_Free_exp2_num_10202,ceramic,magnetic_tile,0.05479586188168449,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_10202.png
magnetic_tile__MT_Free_exp2_num_10410,ceramic,magnetic_tile,0.049946158279491615,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_10410.png
magnetic_tile__MT_Free_exp2_num_106169,ceramic,magnetic_tile,0.049839109094414046,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_106169.png
magnetic_tile__MT_Free_exp2_num_106752,ceramic,magnetic_tile,0.05709511210137864,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_106752.png
magnetic_tile__MT_Free_exp2_num_10931,ceramic,magnetic_tile,0.04400564542772519,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_10931.png
magnetic_tile__MT_Free_exp2_num_110118,ceramic,magnetic_tile,0.0006670771756978654,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_110118.png
magnetic_tile__MT_Free_exp2_num_11292,ceramic,magnetic_tile,0.01093216966662417,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_11292.png
magnetic_tile__MT_Free_exp2_num_114403,ceramic,magnetic_tile,0.0047546608874440835,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_114403.png
magnetic_tile__MT_Free_exp2_num_116286,ceramic,magnetic_tile,0.007383896711139235,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_116286.png
magnetic_tile__MT_Free_exp2_num_116971,ceramic,magnetic_tile,0.051867242969366324,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_116971.png
magnetic_tile__MT_Free_exp2_num_118897,ceramic,magnetic_tile,0.01954725116780453,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_118897.png
magnetic_tile__MT_Free_exp2_num_126814,ceramic,magnetic_tile,0.038142833958625694,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_126814.png
magnetic_tile__MT_Free_exp2_num_128095,ceramic,magnetic_tile,0.053075772405769266,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_128095.png
magnetic_tile__MT_Free_exp2_num_129608,ceramic,magnetic_tile,0.026661310519039656,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_129608.png
magnetic_tile__MT_Free_exp2_num_13549,ceramic,magnetic_tile,0.0455781642321587,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_13549.png
magnetic_tile__MT_Free_exp2_num_138627,ceramic,magnetic_tile,0.021984879408343757,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_138627.png
magnetic_tile__MT_Free_exp2_num_143192,ceramic,magnetic_tile,0.01856017997750281,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_143192.png
magnetic_tile__MT_Free_exp2_num_144192,ceramic,magnetic_tile,0.01729599863928222,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_144192.png
magnetic_tile__MT_Free_exp2_num_147954,ceramic,magnetic_tile,0.011630002854069243,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_147954.png
magnetic_tile__MT_Free_exp2_num_148952,ceramic,magnetic_tile,0.032248050082101805,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_148952.png
magnetic_tile__MT_Free_exp2_num_154576,ceramic,magnetic_tile,0.03441560514637806,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_154576.png
magnetic_tile__MT_Free_exp2_num_157196,ceramic,magnetic_tile,0.06095238095238095,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_157196.png
magnetic_tile__MT_Free_exp2_num_157736,ceramic,magnetic_tile,0.04589106545628285,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_157736.png
magnetic_tile__MT_Free_exp2_num_16532,ceramic,magnetic_tile,0.011652608833891073,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_16532.png
magnetic_tile__MT_Free_exp2_num_165392,ceramic,magnetic_tile,0.06024646280237335,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_165392.png
magnetic_tile__MT_Free_exp2_num_174675,ceramic,magnetic_tile,0.04403527972703277,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_174675.png
magnetic_tile__MT_Free_exp2_num_177935,ceramic,magnetic_tile,0.06082440462265475,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_177935.png
magnetic_tile__MT_Free_exp2_num_178482,ceramic,magnetic_tile,0.007110166721150703,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_178482.png
magnetic_tile__MT_Free_exp2_num_180865,ceramic,magnetic_tile,0.06169811320754717,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_180865.png
magnetic_tile__MT_Free_exp2_num_18159,ceramic,magnetic_tile,0.033383332108224945,data\backgrounds\ceramic\magnetic_tile__MT_Free_exp2_num_18159.png
